Genes,log2foldChange,pValues,FDR
ENSG00000249082.2,-1.297378948,9.71E-18,5.55E-17
ENSG00000249084.1,-1.646849041,1.19E-28,2.71E-27
ENSG00000249112.1,-2.911708158,1.31E-14,5.51E-14
ENSG00000249175.1,-3.092069393,6.68E-07,1.43E-06
ENSG00000249236.2,-4.056091474,4.13E-17,2.20E-16
ENSG00000249464.8,-1.683264718,9.79E-31,3.40E-29
ENSG00000249637.4,-1.877166768,3.61E-06,7.23E-06
ENSG00000249647.2,-1.726742211,1.64E-19,1.13E-18
ENSG00000249679.3,-1.307076972,5.53E-29,1.34E-27
ENSG00000249685.1,-2.589823298,2.24E-05,4.19E-05
ENSG00000249717.1,-1.324209257,1.43E-22,1.37E-21
ENSG00000249740.4,-1.151723477,5.42E-17,2.87E-16
ENSG00000249839.1,-1.083422753,2.50E-05,4.65E-05
ENSG00000250012.2,-3.879196,2.59E-05,4.80E-05
ENSG00000250015.1,-5.110381941,9.26E-18,5.31E-17
ENSG00000250027.1,-1.217667267,2.02E-21,1.70E-20
ENSG00000250069.1,-1.342577063,4.80E-30,1.42E-28
ENSG00000250073.4,-2.753172399,6.44E-25,8.23E-24
ENSG00000250131.2,-3.251992964,1.26E-21,1.09E-20
ENSG00000250133.2,-3.472331681,0.00017002,0.000291389
ENSG00000250144.1,-1.774394254,0.010794821,0.015189612
ENSG00000250208.7,-2.148161756,1.48E-21,1.26E-20
ENSG00000250250.2,-1.836195959,2.22E-28,4.82E-27
ENSG00000250290.1,-2.265483454,4.19E-05,7.62E-05
ENSG00000250305.9,-3.442737448,3.32E-30,1.01E-28
ENSG00000250320.7,-2.246263167,4.40E-13,1.62E-12
ENSG00000250326.2,-1.472777373,4.02E-05,7.33E-05
ENSG00000250384.1,-1.052866461,4.98E-17,2.64E-16
ENSG00000250519.7,-1.758652315,3.57E-07,7.85E-07
ENSG00000250536.1,-1.871491331,7.94E-25,1.00E-23
ENSG00000250541.1,-1.995160168,4.97E-13,1.83E-12
ENSG00000250659.2,-3.724174488,3.11E-28,6.59E-27
ENSG00000250790.4,-1.162018998,1.77E-15,8.11E-15
ENSG00000250860.1,-3.615610764,2.29E-23,2.41E-22
ENSG00000250930.5,-1.978972373,4.87E-12,1.64E-11
ENSG00000250938.8,-1.518825239,1.75E-14,7.26E-14
ENSG00000250979.1,-3.124693896,0.000533851,0.000869926
ENSG00000251003.9,-1.311146475,4.48E-15,1.97E-14
ENSG00000251039.3,-1.98138258,0.006935948,0.009982284
ENSG00000251141.6,-1.40467171,1.49E-25,2.09E-24
ENSG00000251161.4,-1.588836792,1.81E-10,5.33E-10
ENSG00000251209.10,-1.408982531,9.64E-14,3.74E-13
ENSG00000251259.1,-1.182117835,6.73E-06,1.31E-05
ENSG00000251287.9,-1.402521722,4.25E-13,1.57E-12
ENSG00000251320.1,-4.134149091,1.76E-11,5.66E-11
ENSG00000251370.1,-1.401903259,7.45E-21,5.90E-20
ENSG00000251372.7,-2.894822924,2.05E-20,1.56E-19
ENSG00000251408.1,-1.044484035,1.23E-14,5.18E-14
ENSG00000251417.2,-1.667245743,6.08E-09,1.57E-08
ENSG00000251429.1,-1.822224111,2.44E-23,2.56E-22
ENSG00000251880.1,-1.263991801,6.19E-07,1.33E-06
ENSG00000252061.1,-3.475294268,2.64E-14,1.08E-13
ENSG00000252172.1,-1.929835757,0.000521235,0.000850407
ENSG00000252218.1,-1.023732837,3.69E-10,1.06E-09
ENSG00000252269.1,-1.480286378,0.000573427,0.00093115
ENSG00000252759.1,-2.161372144,0.001067428,0.001685063
ENSG00000252947.1,-1.389699742,6.25E-09,1.61E-08
ENSG00000253043.1,-1.001043006,1.48E-14,6.19E-14
ENSG00000253168.1,-1.209355421,5.17E-08,1.23E-07
ENSG00000253213.1,-1.268417809,6.22E-12,2.08E-11
ENSG00000253217.1,-1.194495885,3.76E-12,1.28E-11
ENSG00000253227.2,-1.724921283,3.16E-17,1.71E-16
ENSG00000253263.1,-4.521939585,0.0035693,0.005315046
ENSG00000253293.6,-1.231212665,0.000361147,0.000598937
ENSG00000253309.7,-1.052483601,3.61E-12,1.23E-11
ENSG00000253335.1,-1.255558406,0.044321669,0.057564679
ENSG00000253349.1,-1.148474735,1.03E-10,3.11E-10
ENSG00000253392.4,-2.44120319,0.01085182,0.015260715
ENSG00000253395.1,-1.451594778,8.02E-15,3.44E-14
ENSG00000253406.1,-1.832627096,8.40E-24,9.37E-23
ENSG00000253456.1,-1.458030785,1.11E-30,3.79E-29
ENSG00000253463.1,-2.394861874,2.65E-21,2.20E-20
ENSG00000253490.5,-3.157306573,2.44E-22,2.27E-21
ENSG00000253496.3,-1.407892214,7.17E-11,2.19E-10
ENSG00000253552.8,-1.380057227,3.42E-25,4.54E-24
ENSG00000253562.1,-1.368178615,1.02E-06,2.14E-06
ENSG00000253586.1,-5.025470802,1.59E-22,1.52E-21
ENSG00000253626.4,-2.568898063,5.25E-21,4.22E-20
ENSG00000253666.4,-2.087282212,3.36E-10,9.67E-10
ENSG00000253741.4,-4.074866223,0.000113833,0.000198284
ENSG00000253755.1,-5.62547261,1.93E-12,6.73E-12
ENSG00000253811.1,-1.637529274,3.05E-31,1.18E-29
ENSG00000253838.1,-1.951141647,1.70E-23,1.82E-22
ENSG00000253924.2,-2.387317508,2.77E-21,2.30E-20
ENSG00000253932.1,-2.7957408,5.11E-34,4.07E-32
ENSG00000253955.2,-2.598068934,6.82E-11,2.09E-10
ENSG00000253980.1,-1.333860598,3.90E-10,1.11E-09
ENSG00000253982.3,-4.37262914,3.36E-09,8.86E-09
ENSG00000254019.1,-1.768958071,9.51E-09,2.41E-08
ENSG00000254024.1,-1.230280504,5.79E-08,1.37E-07
ENSG00000254042.2,-2.639888619,4.73E-32,2.22E-30
ENSG00000254048.1,-1.001737903,2.56E-10,7.44E-10
ENSG00000254060.1,-4.845975211,5.17E-07,1.12E-06
ENSG00000254141.1,-2.759538289,2.07E-12,7.21E-12
ENSG00000254197.1,-6.83700007,7.86E-09,2.00E-08
ENSG00000254208.1,-5.670912227,1.49E-16,7.51E-16
ENSG00000254245.3,-1.457487479,1.20E-21,1.03E-20
ENSG00000254254.7,-4.912268647,3.44E-18,2.06E-17
ENSG00000254287.1,-1.211016162,1.06E-21,9.17E-21
ENSG00000254363.6,-3.223642634,1.07E-16,5.48E-16
ENSG00000254399.2,-1.410375566,8.70E-05,0.000153152
ENSG00000254415.4,-1.366378745,0.017128247,0.02351253
ENSG00000254556.1,-2.954536384,0.001587297,0.002459657
ENSG00000254656.3,-2.57700551,5.95E-32,2.70E-30
ENSG00000254688.1,-3.270671601,3.89E-22,3.54E-21
ENSG00000254691.1,-1.274921727,3.79E-05,6.93E-05
ENSG00000254750.1,-1.932394395,5.51E-10,1.56E-09
ENSG00000254791.1,-1.66907029,0.000753091,0.001208879
ENSG00000254884.1,-1.006438267,0.046398763,0.060084292
ENSG00000254900.1,-1.71669779,0.046600788,0.060335715
ENSG00000255164.1,-1.656850101,1.71E-08,4.23E-08
ENSG00000255200.1,-2.106575836,0.002107509,0.003220056
ENSG00000255201.1,-4.689073526,4.96E-28,1.01E-26
ENSG00000255203.1,-1.842689955,5.26E-12,1.77E-11
ENSG00000255306.1,-1.089296839,5.51E-06,1.09E-05
ENSG00000255397.1,-2.121148591,2.22E-10,6.48E-10
ENSG00000255399.6,-2.126380298,4.78E-22,4.31E-21
ENSG00000255400.1,-1.617063315,3.47E-17,1.87E-16
ENSG00000255449.1,-2.532747398,6.68E-09,1.71E-08
ENSG00000255462.1,-2.1805622,0.000135704,0.000234779
ENSG00000255471.1,-1.291620229,1.34E-31,5.59E-30
ENSG00000255492.1,-1.732617768,0.002609434,0.003948004
ENSG00000255521.3,-1.015797844,7.14E-07,1.53E-06
ENSG00000255642.1,-1.286584682,2.31E-20,1.74E-19
ENSG00000255753.1,-1.058811935,0.024517267,0.032955084
ENSG00000255958.1,-1.367865538,1.94E-13,7.35E-13
ENSG00000255974.8,-2.103048644,1.18E-14,4.96E-14
ENSG00000256120.2,-1.632574726,8.58E-23,8.45E-22
ENSG00000256139.2,-1.74006908,6.46E-31,2.34E-29
ENSG00000256195.3,-2.355228789,9.66E-10,2.67E-09
ENSG00000256356.1,-1.773046635,1.73E-15,7.93E-15
ENSG00000256533.1,-1.088047721,0.04710909,0.060957806
ENSG00000256616.3,-2.027519317,2.18E-09,5.85E-09
ENSG00000256663.1,-2.155146332,5.96E-25,7.66E-24
ENSG00000256714.1,-1.360436215,7.04E-14,2.77E-13
ENSG00000256733.2,-5.351695271,1.37E-19,9.45E-19
ENSG00000256745.1,-1.477363643,2.14E-11,6.82E-11
ENSG00000256916.1,-1.333928155,0.02411109,0.032440394
ENSG00000257017.10,-1.218261027,0.000632582,0.001023039
ENSG00000257150.4,-1.902798189,2.58E-24,3.05E-23
ENSG00000257178.5,-1.686668735,1.02E-12,3.64E-12
ENSG00000257195.1,-2.221371862,6.01E-09,1.55E-08
ENSG00000257271.1,-1.500375031,6.26E-08,1.47E-07
ENSG00000257433.8,-1.463013223,9.70E-32,4.18E-30
ENSG00000257446.4,-5.729755012,5.70E-10,1.61E-09
ENSG00000257474.5,-1.722168403,1.26E-16,6.43E-16
ENSG00000257496.3,-1.7614018,0.010966622,0.015413677
ENSG00000257557.2,-3.094720249,1.02E-15,4.78E-15
ENSG00000257839.1,-3.379889507,8.82E-18,5.07E-17
ENSG00000257894.2,-2.253144089,0.000331945,0.000552959
ENSG00000257924.1,-1.026291693,1.64E-17,9.15E-17
ENSG00000257956.1,-2.609336089,3.28E-07,7.25E-07
ENSG00000258086.1,-2.48145698,1.28E-08,3.20E-08
ENSG00000258311.5,-1.24436819,4.69E-29,1.15E-27
ENSG00000258405.11,-1.554577006,7.28E-16,3.45E-15
ENSG00000258461.5,-4.62334459,1.87E-11,6.01E-11
ENSG00000258498.10,-2.881796726,5.80E-25,7.46E-24
ENSG00000258545.7,-1.931340603,2.59E-18,1.57E-17
ENSG00000258565.1,-1.489643607,2.62E-16,1.29E-15
ENSG00000258568.1,-2.199653259,7.60E-12,2.52E-11
ENSG00000258640.3,-1.263798126,2.43E-05,4.53E-05
ENSG00000258647.6,-1.703385032,5.91E-06,1.16E-05
ENSG00000258666.1,-1.933604461,1.26E-07,2.88E-07
ENSG00000258676.5,-2.442443198,0.007911666,0.011313287
ENSG00000258741.6,-2.343404891,2.30E-08,5.63E-08
ENSG00000258824.2,-3.506952946,3.05E-11,9.61E-11
ENSG00000258826.6,-1.527062521,1.81E-16,9.11E-16
ENSG00000258869.1,-9.413072558,4.90E-17,2.60E-16
ENSG00000258872.2,-2.228913219,8.28E-06,1.60E-05
ENSG00000258886.2,-3.522953607,0.001799375,0.00277107
ENSG00000258917.1,-3.942272402,9.18E-10,2.54E-09
ENSG00000258947.8,-2.734196278,2.75E-24,3.25E-23
ENSG00000258983.2,-1.447659153,4.26E-28,8.83E-27
ENSG00000259030.8,-2.389151825,3.80E-32,1.84E-30
ENSG00000259065.3,-1.914160149,2.35E-25,3.19E-24
ENSG00000259070.9,-1.116021841,2.11E-25,2.90E-24
ENSG00000259090.1,-2.764113212,2.88E-06,5.81E-06
ENSG00000259100.1,-2.864820993,0.000273146,0.000458799
ENSG00000259155.2,-1.318251513,1.15E-08,2.89E-08
ENSG00000259163.2,-1.194350848,5.64E-10,1.59E-09
ENSG00000259177.1,-1.796421895,1.64E-09,4.43E-09
ENSG00000259191.2,-1.709427314,1.26E-22,1.21E-21
ENSG00000259202.1,-1.26014777,4.22E-14,1.69E-13
ENSG00000259242.2,-1.827459106,3.21E-06,6.45E-06
ENSG00000259275.5,-1.206006498,1.55E-25,2.16E-24
ENSG00000259278.2,-1.069911905,0.000854279,0.001362892
ENSG00000259319.2,-1.639804226,0.001999795,0.003064029
ENSG00000259341.2,-2.455247869,2.52E-13,9.45E-13
ENSG00000259349.4,-1.097441665,6.30E-05,0.000112512
ENSG00000259351.1,-2.258381421,1.95E-09,5.24E-09
ENSG00000259374.2,-1.130559663,4.88E-05,8.82E-05
ENSG00000259396.1,-1.108615269,1.18E-22,1.14E-21
ENSG00000259416.2,-3.16889318,0.000124549,0.000216261
ENSG00000259439.3,-2.566543699,7.29E-09,1.86E-08
ENSG00000259499.1,-1.630677361,7.94E-10,2.21E-09
ENSG00000259521.1,-2.656053822,0.01813658,0.02481009
ENSG00000259545.2,-1.298689417,0.001462054,0.002273622
ENSG00000259563.1,-1.528449622,2.33E-10,6.78E-10
ENSG00000259575.1,-1.063992731,1.52E-29,4.06E-28
ENSG00000259591.2,-1.971239236,4.83E-29,1.18E-27
ENSG00000259598.1,-1.866746127,2.18E-16,1.09E-15
ENSG00000259654.1,-1.548072568,2.78E-05,5.15E-05
ENSG00000259692.6,-1.924393098,1.02E-07,2.35E-07
ENSG00000259704.3,-1.089133894,4.70E-05,8.50E-05
ENSG00000259709.1,-1.503091437,5.45E-18,3.20E-17
ENSG00000259803.8,-1.119456857,0.0001036,0.000181096
ENSG00000259845.1,-1.537779319,7.34E-16,3.48E-15
ENSG00000259895.1,-1.166071051,0.015688168,0.021638341
ENSG00000259917.1,-1.956045192,0.000297489,0.000497942
ENSG00000259918.1,-1.079315343,0.000129288,0.000224059
ENSG00000259921.1,-6.952455455,7.49E-13,2.71E-12
ENSG00000259954.1,-1.500126661,4.88E-16,2.35E-15
ENSG00000259964.7,-2.632144182,4.69E-23,4.76E-22
ENSG00000259986.2,-1.324720365,7.60E-19,4.86E-18
ENSG00000259999.1,-1.350627565,0.007635949,0.010939938
ENSG00000260060.1,-1.549680325,3.13E-11,9.84E-11
ENSG00000260081.2,-1.094480034,0.000349926,0.000581553
ENSG00000260101.2,-1.025785202,2.00E-09,5.36E-09
ENSG00000260167.1,-1.229821015,3.34E-09,8.81E-09
ENSG00000260209.1,-1.744992127,4.91E-08,1.17E-07
ENSG00000260233.4,-2.017724742,0.011199467,0.015721491
ENSG00000260274.2,-1.475269688,1.97E-05,3.70E-05
ENSG00000260372.7,-2.731241244,8.71E-11,2.64E-10
ENSG00000260425.1,-1.204884164,0.003762941,0.005585229
ENSG00000260452.1,-1.830031998,3.02E-06,6.10E-06
ENSG00000260468.1,-1.016936268,6.82E-09,1.75E-08
ENSG00000260586.2,-2.767631143,1.89E-22,1.79E-21
ENSG00000260589.1,-3.41329044,0.000217045,0.000368135
ENSG00000260661.1,-4.055139553,7.59E-13,2.74E-12
ENSG00000260672.1,-4.633688891,0.007532219,0.010796873
ENSG00000260808.1,-1.429257165,3.64E-14,1.47E-13
ENSG00000260910.2,-2.340390393,5.39E-07,1.17E-06
ENSG00000260941.1,-1.764285175,7.76E-18,4.48E-17
ENSG00000261024.7,-1.140326481,6.07E-08,1.43E-07
ENSG00000261104.1,-1.037139843,4.00E-09,1.05E-08
ENSG00000261121.2,-2.295637629,6.49E-08,1.52E-07
ENSG00000261136.1,-2.489193467,0.001462054,0.002273622
ENSG00000261159.1,-1.013099719,7.74E-09,1.97E-08
ENSG00000261208.1,-1.57950222,6.29E-08,1.48E-07
ENSG00000261218.6,-1.177539974,3.58E-09,9.40E-09
ENSG00000261245.2,-1.144618269,5.17E-14,2.06E-13
ENSG00000261416.1,-4.256364521,1.75E-11,5.62E-11
ENSG00000261451.1,-1.894831132,2.90E-14,1.18E-13
ENSG00000261468.1,-1.349362977,3.42E-24,3.99E-23
ENSG00000261537.1,-2.733740854,7.22E-12,2.40E-11
ENSG00000261582.1,-1.783364749,3.45E-12,1.18E-11
ENSG00000261633.1,-1.867385701,0.00192683,0.002956812
ENSG00000261692.1,-4.602883846,5.89E-06,1.16E-05
ENSG00000261742.6,-1.500679705,2.96E-14,1.20E-13
ENSG00000261783.1,-1.385141827,4.45E-06,8.83E-06
ENSG00000261884.2,-1.025571291,1.36E-07,3.10E-07
ENSG00000261916.1,-5.182222161,0.000721111,0.001159729
ENSG00000261970.1,-10.90026929,1.84E-26,2.94E-25
ENSG00000262020.1,-2.289452194,0.001109801,0.001748624
ENSG00000262038.1,-1.86802562,0.00017002,0.000291389
ENSG00000262470.2,-1.460507388,1.07E-21,9.24E-21
ENSG00000262529.1,-4.661850234,1.94E-23,2.05E-22
ENSG00000262691.1,-3.653067271,0.04793207,0.061967818
ENSG00000262692.1,-1.11028356,4.20E-06,8.36E-06
ENSG00000262732.1,-8.110238855,0.012625488,0.017603252
ENSG00000262766.1,-1.056447766,1.37E-10,4.09E-10
ENSG00000263155.6,-2.824720609,3.95E-25,5.20E-24
ENSG00000263220.1,-2.73589542,1.48E-20,1.14E-19
ENSG00000263321.1,-1.038982734,0.000823762,0.001316396
ENSG00000263511.1,-4.280268355,7.13E-05,0.000126554
ENSG00000263513.6,-1.354628589,8.41E-18,4.84E-17
ENSG00000263680.2,-1.976147488,2.09E-25,2.87E-24
ENSG00000263745.7,-1.115975052,1.60E-18,9.93E-18
ENSG00000263764.1,-3.318685301,3.52E-10,1.01E-09
ENSG00000263787.1,-1.160698493,0.000256128,0.000431419
ENSG00000263813.1,-1.019114846,0.000113406,0.000197608
ENSG00000263818.5,-1.112462561,7.72E-10,2.15E-09
ENSG00000264026.2,-1.06126594,7.45E-14,2.92E-13
ENSG00000264235.6,-3.341580035,1.78E-05,3.36E-05
ENSG00000264304.1,-4.217008567,0.03359256,0.044347153
ENSG00000264596.1,-1.113084201,1.64E-15,7.54E-15
ENSG00000264663.1,-1.183571258,9.87E-12,3.25E-11
ENSG00000264914.1,-1.658390251,3.15E-11,9.90E-11
ENSG00000265145.1,-1.661962066,1.80E-05,3.40E-05
ENSG00000265342.1,-3.932012211,4.23E-10,1.21E-09
ENSG00000265413.1,-4.114131084,1.22E-16,6.25E-16
ENSG00000265490.1,-1.337276004,5.21E-13,1.91E-12
ENSG00000265519.1,-1.41558834,4.73E-27,8.27E-26
ENSG00000265800.1,-1.69771606,9.27E-15,3.95E-14
ENSG00000265806.1,-1.536351985,0.000112134,0.00019548
ENSG00000265828.1,-1.007223249,0.000334291,0.000556686
ENSG00000265871.1,-6.935651211,1.04E-07,2.40E-07
ENSG00000266139.2,-1.434178401,2.28E-18,1.39E-17
ENSG00000266445.1,-1.866065995,1.23E-07,2.82E-07
ENSG00000266446.1,-1.242152216,2.15E-13,8.12E-13
ENSG00000266456.1,-1.571537894,0.000100513,0.000175941
ENSG00000266490.1,-1.186300555,2.17E-05,4.06E-05
ENSG00000266509.1,-1.623997526,9.95E-08,2.30E-07
ENSG00000266579.1,-5.874430884,4.12E-19,2.72E-18
ENSG00000266767.1,-1.329049317,2.94E-16,1.44E-15
ENSG00000266835.7,-2.197811246,2.68E-08,6.52E-08
ENSG00000266897.1,-4.662129241,0.001897156,0.002914192
ENSG00000266916.9,-1.334020954,0.002153388,0.003287044
ENSG00000266934.1,-3.259299273,4.19E-13,1.55E-12
ENSG00000266970.3,-2.10132662,6.50E-13,2.37E-12
ENSG00000267013.6,-1.709048959,5.60E-17,2.95E-16
ENSG00000267039.1,-1.134738264,2.30E-10,6.71E-10
ENSG00000267078.1,-3.979671943,3.75E-11,1.17E-10
ENSG00000267203.1,-1.163804102,1.92E-24,2.31E-23
ENSG00000267298.1,-4.492762657,4.06E-12,1.38E-11
ENSG00000267309.1,-1.871838809,9.50E-08,2.20E-07
ENSG00000267361.1,-2.585975573,4.03E-35,4.81E-33
ENSG00000267390.3,-1.914172274,1.73E-08,4.27E-08
ENSG00000267395.5,-1.16416157,9.65E-06,1.86E-05
ENSG00000267402.1,-2.712220979,0.026953859,0.036037568
ENSG00000267432.6,-1.369143194,6.82E-13,2.47E-12
ENSG00000267452.3,-1.074953312,4.16E-15,1.84E-14
ENSG00000267454.6,-3.172615397,1.10E-12,3.90E-12
ENSG00000267475.3,-3.368632818,2.30E-10,6.71E-10
ENSG00000267532.5,-1.175151375,1.11E-34,1.10E-32
ENSG00000267561.2,-3.928970633,8.40E-16,3.96E-15
ENSG00000267592.1,-2.821582468,9.64E-05,0.00016901
ENSG00000267659.5,-4.011884296,3.59E-22,3.28E-21
ENSG00000267681.1,-3.101935221,2.80E-11,8.83E-11
ENSG00000267708.1,-1.44126115,7.71E-30,2.19E-28
ENSG00000267745.1,-4.357822467,0.037532625,0.04926659
ENSG00000267940.1,-5.109703387,8.35E-09,2.12E-08
ENSG00000267943.1,-1.495503273,3.68E-06,7.36E-06
ENSG00000268049.1,-3.495328479,0.000626209,0.001012999
ENSG00000268182.6,-4.477442964,3.93E-05,7.17E-05
ENSG00000268204.1,-5.237810553,6.48E-06,1.27E-05
ENSG00000268316.1,-1.129868081,3.31E-11,1.04E-10
ENSG00000268686.2,-1.241175118,0.000440408,0.000724121
ENSG00000268810.1,-1.265753131,2.86E-15,1.29E-14
ENSG00000268941.2,-1.147501646,7.81E-10,2.17E-09
ENSG00000269054.3,-1.661474176,2.41E-24,2.87E-23
ENSG00000269085.1,-1.18283359,9.09E-06,1.76E-05
ENSG00000269113.4,-3.704034766,1.58E-33,1.11E-31
ENSG00000269220.1,-3.975707068,7.88E-07,1.68E-06
ENSG00000269304.1,-1.140260355,0.00521265,0.00761465
ENSG00000269313.6,-1.681639127,4.33E-07,9.45E-07
ENSG00000269516.7,-1.272104737,0.000488379,0.000798968
ENSG00000269680.1,-1.844825317,3.73E-11,1.16E-10
ENSG00000269895.1,-6.590786646,9.49E-11,2.87E-10
ENSG00000269896.2,-1.367471593,6.59E-13,2.40E-12
ENSG00000269918.1,-1.38825269,2.47E-07,5.52E-07
ENSG00000269950.1,-2.115609824,7.01E-28,1.39E-26
ENSG00000270048.1,-2.026187572,1.51E-08,3.76E-08
ENSG00000270071.5,-1.662755461,2.94E-24,3.46E-23
ENSG00000270095.1,-1.56850913,1.39E-06,2.90E-06
ENSG00000270096.1,-1.270996324,0.000403831,0.000666481
ENSG00000270120.1,-3.364207637,2.99E-17,1.62E-16
ENSG00000270140.1,-11.53328266,3.38E-09,8.90E-09
ENSG00000270276.3,-1.016981476,9.41E-21,7.39E-20
ENSG00000270282.1,-1.091346997,0.004142922,0.006120787
ENSG00000270285.1,-1.57161492,7.84E-08,1.83E-07
ENSG00000270390.1,-3.364285561,3.11E-05,5.73E-05
ENSG00000270437.1,-1.038304452,1.49E-11,4.83E-11
ENSG00000270614.1,-2.415446927,4.66E-20,3.40E-19
ENSG00000270661.1,-1.293213226,3.01E-06,6.07E-06
ENSG00000270673.2,-1.336469928,1.12E-06,2.36E-06
ENSG00000270722.1,-2.255716374,2.77E-17,1.51E-16
ENSG00000270764.1,-2.609893361,0.000760655,0.00122
ENSG00000270776.1,-1.049944633,8.54E-08,1.98E-07
ENSG00000270882.3,-2.498233559,1.92E-27,3.57E-26
ENSG00000271009.3,-1.428766102,3.55E-11,1.11E-10
ENSG00000271075.1,-1.719334844,1.12E-26,1.84E-25
ENSG00000271267.1,-1.799027967,4.85E-05,8.76E-05
ENSG00000271303.2,-1.211486836,5.44E-10,1.54E-09
ENSG00000271424.1,-2.820999299,0.00236778,0.003598185
ENSG00000271524.1,-3.949674003,3.44E-16,1.69E-15
ENSG00000271730.1,-4.95590742,2.33E-11,7.42E-11
ENSG00000271833.1,-1.655425253,1.09E-08,2.74E-08
ENSG00000271855.1,-1.318846244,6.32E-09,1.62E-08
ENSG00000271856.1,-3.406415251,1.80E-13,6.83E-13
ENSG00000271918.2,-1.164624699,3.27E-09,8.62E-09
ENSG00000272079.2,-2.03861941,6.48E-10,1.82E-09
ENSG00000272097.2,-1.853418159,5.39E-07,1.17E-06
ENSG00000272156.1,-2.450427711,4.10E-20,3.01E-19
ENSG00000272189.1,-3.954170319,0.013431506,0.018677807
ENSG00000272195.1,-1.893733278,5.91E-14,2.34E-13
ENSG00000272240.1,-1.012034434,1.07E-17,6.08E-17
ENSG00000272264.1,-4.433914558,2.32E-12,8.03E-12
ENSG00000272463.2,-2.781232474,2.06E-06,4.22E-06
ENSG00000272468.1,-1.378820016,7.14E-15,3.08E-14
ENSG00000272477.1,-8.074749041,1.56E-15,7.17E-15
ENSG00000272489.1,-1.529776813,5.88E-08,1.39E-07
ENSG00000272506.1,-4.733394854,9.92E-35,1.00E-32
ENSG00000272509.1,-1.489781314,1.59E-08,3.93E-08
ENSG00000272588.1,-1.693512221,5.62E-20,4.07E-19
ENSG00000272622.2,-2.028927478,8.69E-22,7.61E-21
ENSG00000272636.5,-1.566714096,1.52E-17,8.48E-17
ENSG00000272650.1,-1.548264449,9.01E-09,2.28E-08
ENSG00000272666.1,-1.767454579,1.51E-22,1.44E-21
ENSG00000272689.1,-1.997210798,8.15E-12,2.70E-11
ENSG00000272732.1,-2.787608855,3.07E-20,2.28E-19
ENSG00000272754.1,-1.11870602,4.26E-16,2.07E-15
ENSG00000272764.1,-1.013929313,1.99E-08,4.90E-08
ENSG00000272777.1,-3.079823204,1.24E-21,1.07E-20
ENSG00000272834.1,-1.051602079,0.001582303,0.002452538
ENSG00000272894.5,-1.164195642,7.72E-24,8.65E-23
ENSG00000272908.1,-1.73333956,2.12E-07,4.77E-07
ENSG00000272945.1,-1.616378186,4.34E-08,1.04E-07
ENSG00000273007.2,-1.680107851,9.85E-29,2.28E-27
ENSG00000273014.1,-2.937431257,5.28E-08,1.25E-07
ENSG00000273156.2,-1.267281611,9.31E-23,9.12E-22
ENSG00000273162.1,-2.05913766,8.52E-20,6.03E-19
ENSG00000273173.6,-1.105474925,1.41E-12,4.98E-12
ENSG00000273314.1,-2.871881822,4.22E-05,7.67E-05
ENSG00000273356.1,-3.086637629,0.008536007,0.012153369
ENSG00000273388.1,-1.688275629,2.73E-07,6.07E-07
ENSG00000273391.1,-1.066368934,0.001788181,0.002754938
ENSG00000273442.1,-7.068423379,2.30E-06,4.68E-06
ENSG00000273472.2,-1.211724846,3.12E-18,1.87E-17
ENSG00000273474.1,-3.600692086,0.000186318,0.000317828
ENSG00000273521.1,-1.42370171,9.83E-05,0.000172126
ENSG00000273723.2,-1.108981504,0.032833479,0.043423554
ENSG00000273729.1,-1.534374478,1.58E-16,7.98E-16
ENSG00000273792.1,-1.121429328,5.51E-32,2.53E-30
ENSG00000273824.1,-8.439799317,0.009105833,0.012921487
ENSG00000274011.1,-2.10833061,1.81E-13,6.88E-13
ENSG00000274104.2,-1.006454879,0.000996857,0.001578289
ENSG00000274159.1,-1.0973021,7.64E-08,1.78E-07
ENSG00000274220.1,-6.921202127,1.03E-09,2.84E-09
ENSG00000274270.1,-1.621902187,3.02E-11,9.49E-11
ENSG00000274364.1,-2.770104885,2.04E-07,4.59E-07
ENSG00000274397.1,-1.690212848,3.61E-17,1.94E-16
ENSG00000274403.1,-2.526878856,1.00E-25,1.45E-24
ENSG00000274559.3,-1.385377991,3.27E-21,2.69E-20
ENSG00000274565.1,-2.145668382,1.90E-12,6.65E-12
ENSG00000274654.1,-3.415332579,1.80E-13,6.83E-13
ENSG00000274701.1,-2.563143064,1.59E-18,9.85E-18
ENSG00000274737.1,-1.072071923,7.38E-21,5.85E-20
ENSG00000275014.1,-3.402288314,0.002516288,0.003813661
ENSG00000275103.1,-4.991443898,1.24E-09,3.38E-09
ENSG00000275160.1,-2.070632967,3.71E-12,1.26E-11
ENSG00000275215.1,-3.655811855,6.79E-10,1.90E-09
ENSG00000275223.1,-1.242952594,0.00198132,0.003037239
ENSG00000275328.1,-1.916499108,0.003751938,0.005570245
ENSG00000275367.1,-1.172753618,1.00E-16,5.16E-16
ENSG00000275381.1,-3.002756498,2.86E-12,9.83E-12
ENSG00000275401.1,-1.984603647,0.001722351,0.002658593
ENSG00000275552.1,-1.080752599,7.29E-05,0.000129365
ENSG00000275580.1,-1.025365118,1.16E-06,2.44E-06
ENSG00000275586.1,-2.419841701,5.02E-24,5.77E-23
ENSG00000275765.6,-1.542370316,3.09E-08,7.47E-08
ENSG00000275850.1,-1.316302672,3.53E-07,7.78E-07
