Genes,log2foldChange,pValues,FDR
ENSG00000246379.8,2.216369566,3.13E-23,3.25E-22
ENSG00000246548.3,3.095820855,2.01E-13,7.60E-13
ENSG00000246582.3,1.969884162,2.44E-11,7.75E-11
ENSG00000246640.2,6.29746565,2.80E-16,1.38E-15
ENSG00000246662.6,1.275330123,7.32E-10,2.05E-09
ENSG00000246763.7,1.235017676,0.035879315,0.047235887
ENSG00000247324.2,1.489023999,3.57E-11,1.12E-10
ENSG00000247675.8,1.403381714,9.19E-16,4.32E-15
ENSG00000248050.1,1.825793546,1.50E-20,1.16E-19
ENSG00000248079.4,1.628218409,1.42E-06,2.95E-06
ENSG00000248103.1,1.165605885,6.81E-12,2.27E-11
ENSG00000248165.1,3.574536101,1.49E-14,6.23E-14
ENSG00000248290.1,4.91253767,3.23E-29,8.18E-28
ENSG00000248295.2,1.134781745,2.97E-12,1.02E-11
ENSG00000248305.1,1.222364782,6.16E-14,2.44E-13
ENSG00000248332.6,2.243431202,2.51E-34,2.25E-32
ENSG00000248350.1,1.265285455,1.57E-10,4.64E-10
ENSG00000248374.1,1.129515921,0.000977502,0.001549084
ENSG00000248424.1,1.050060793,1.99E-14,8.21E-14
ENSG00000248458.2,2.336039459,1.49E-09,4.06E-09
ENSG00000248491.6,1.573807421,2.60E-15,1.17E-14
ENSG00000248494.1,2.942910267,4.96E-23,5.01E-22
ENSG00000248528.1,1.075533109,1.98E-12,6.90E-12
ENSG00000248529.5,1.229847656,5.16E-21,4.15E-20
ENSG00000248537.1,1.807152083,4.07E-15,1.80E-14
ENSG00000248553.1,3.171429097,6.46E-07,1.39E-06
ENSG00000248571.1,7.492519055,2.14E-09,5.72E-09
ENSG00000248572.6,5.318950368,4.55E-26,6.89E-25
ENSG00000248597.2,2.199556776,2.00E-18,1.22E-17
ENSG00000248647.2,2.655277537,2.20E-17,1.21E-16
ENSG00000248668.3,3.15273885,1.36E-13,5.23E-13
ENSG00000248690.8,1.549267791,0.000315946,0.000527568
ENSG00000248698.6,2.609104265,6.89E-21,5.47E-20
ENSG00000248730.1,2.241779553,3.16E-23,3.28E-22
ENSG00000248738.6,1.543465318,1.87E-22,1.77E-21
ENSG00000248771.5,1.451631483,7.17E-09,1.83E-08
ENSG00000248773.1,2.269007308,4.28E-06,8.50E-06
ENSG00000248774.1,1.169097562,2.02E-05,3.80E-05
ENSG00000248779.1,4.582502134,2.43E-21,2.02E-20
ENSG00000248795.1,1.375483018,5.64E-10,1.59E-09
ENSG00000248803.1,3.149547841,1.06E-16,5.44E-16
ENSG00000248830.1,1.023331296,6.19E-11,1.90E-10
ENSG00000248843.1,1.223739037,0.028314796,0.037771534
ENSG00000248858.7,1.23278261,2.09E-13,7.90E-13
ENSG00000248926.1,1.078036612,1.47E-13,5.63E-13
ENSG00000248936.1,1.837617279,1.12E-07,2.58E-07
ENSG00000248984.1,3.21266414,1.12E-18,7.04E-18
ENSG00000249002.2,4.285555571,7.71E-27,1.30E-25
ENSG00000249007.1,1.476800433,2.68E-08,6.52E-08
ENSG00000249210.1,1.340092451,0.012723841,0.017733127
ENSG00000249252.5,1.182138069,9.87E-17,5.08E-16
ENSG00000249274.1,1.842592543,1.27E-05,2.42E-05
ENSG00000249290.5,1.164576654,6.77E-22,6.01E-21
ENSG00000249306.7,1.060148602,3.09E-11,9.72E-11
ENSG00000249335.5,1.178070572,0.023037887,0.031067316
ENSG00000249346.8,1.078687547,7.52E-15,3.23E-14
ENSG00000249364.7,1.282155623,1.42E-14,5.94E-14
ENSG00000249436.2,1.703444321,9.68E-15,4.12E-14
ENSG00000249494.6,2.408685069,1.60E-16,8.10E-16
ENSG00000249545.1,2.003378967,4.18E-09,1.09E-08
ENSG00000249574.1,2.20270124,4.44E-09,1.16E-08
ENSG00000249621.1,1.895243214,4.00E-17,2.14E-16
ENSG00000249633.1,2.12234567,3.01E-08,7.29E-08
ENSG00000249635.1,4.960926563,5.96E-05,0.000106813
ENSG00000249746.3,3.559704118,2.18E-10,6.37E-10
ENSG00000249776.5,1.337619118,2.88E-25,3.85E-24
ENSG00000249786.7,1.816036266,2.52E-05,4.69E-05
ENSG00000249787.2,1.450646727,0.001013257,0.001603426
ENSG00000249798.1,1.388261572,5.07E-16,2.44E-15
ENSG00000249806.1,1.132609314,0.011924563,0.016686663
ENSG00000249858.2,4.938260001,4.95E-22,4.46E-21
ENSG00000249958.1,1.204624546,7.64E-12,2.54E-11
ENSG00000249986.1,1.041095137,0.007954866,0.01137135
ENSG00000249992.2,2.533429454,7.41E-15,3.19E-14
ENSG00000250030.2,1.479847004,3.77E-08,9.05E-08
ENSG00000250041.3,1.08156903,0.001363261,0.002127759
ENSG00000250045.2,1.827961855,0.001577323,0.00244519
ENSG00000250049.7,2.852893178,1.73E-23,1.85E-22
ENSG00000250062.5,1.711970588,2.43E-07,5.42E-07
ENSG00000250072.8,1.973351282,9.60E-07,2.03E-06
ENSG00000250107.1,1.069628292,5.07E-13,1.86E-12
ENSG00000250148.1,3.180156174,1.17E-20,9.12E-20
ENSG00000250219.2,1.04784877,1.75E-11,5.62E-11
ENSG00000250240.6,2.179172096,1.37E-07,3.13E-07
ENSG00000250258.1,1.804099942,1.34E-22,1.29E-21
ENSG00000250308.2,1.321439385,2.87E-12,9.90E-12
ENSG00000250327.1,6.543405218,2.86E-15,1.29E-14
ENSG00000250328.7,1.834116353,0.000460628,0.000755666
ENSG00000250331.2,2.538147493,1.42E-06,2.96E-06
ENSG00000250371.1,2.746951497,0.000665362,0.00107373
ENSG00000250378.4,1.449039533,2.83E-10,8.20E-10
ENSG00000250383.1,2.408222108,1.06E-22,1.03E-21
ENSG00000250451.5,3.492598822,0.022762456,0.030720201
ENSG00000250474.2,1.243063145,0.000129288,0.000224059
ENSG00000250511.1,1.964125642,1.01E-12,3.62E-12
ENSG00000250538.6,6.25581296,1.64E-29,4.35E-28
ENSG00000250551.1,1.129707774,2.09E-10,6.12E-10
ENSG00000250577.1,1.697156612,1.13E-22,1.09E-21
ENSG00000250604.2,1.346788638,7.17E-12,2.39E-11
ENSG00000250620.2,1.25310294,0.042416987,0.055247639
ENSG00000250651.1,1.67844166,7.39E-11,2.25E-10
ENSG00000250673.3,1.01582868,2.05E-05,3.84E-05
ENSG00000250685.7,1.092084544,6.75E-16,3.21E-15
ENSG00000250692.1,1.413943918,2.31E-22,2.16E-21
ENSG00000250699.1,1.48559213,2.23E-20,1.69E-19
ENSG00000250829.2,2.720169772,3.67E-19,2.43E-18
ENSG00000250835.1,1.381777247,1.05E-09,2.89E-09
ENSG00000250878.6,3.232624687,3.23E-11,1.01E-10
ENSG00000250882.1,6.425580425,4.42E-16,2.14E-15
ENSG00000250906.1,2.208644943,1.47E-09,3.99E-09
ENSG00000250910.8,1.066826475,0.000110459,0.000192691
ENSG00000250934.3,1.591460115,2.10E-20,1.59E-19
ENSG00000250942.1,1.829350043,3.73E-15,1.66E-14
ENSG00000250955.1,4.993997121,2.98E-14,1.21E-13
ENSG00000250971.3,6.382541675,2.00E-28,4.38E-27
ENSG00000250977.1,1.720712424,3.80E-20,2.80E-19
ENSG00000250986.1,2.179652122,5.11E-16,2.46E-15
ENSG00000251045.1,3.140389678,5.39E-16,2.59E-15
ENSG00000251128.1,1.256704789,4.14E-05,7.53E-05
ENSG00000251169.3,1.11471285,8.27E-16,3.90E-15
ENSG00000251276.1,1.726144639,1.02E-26,1.68E-25
ENSG00000251399.1,2.227153445,5.12E-28,1.04E-26
ENSG00000251423.3,1.533228107,5.61E-13,2.05E-12
ENSG00000251442.8,1.159105905,3.73E-30,1.12E-28
ENSG00000251468.2,5.062929164,1.12E-25,1.60E-24
ENSG00000251484.3,4.452844859,0.009403287,0.013321396
ENSG00000251523.1,1.179311829,0.006400214,0.009253369
ENSG00000251579.1,1.309549535,0.006018953,0.00872889
ENSG00000251639.2,1.103941457,2.52E-08,6.14E-08
ENSG00000251718.1,1.240977248,5.16E-20,3.75E-19
ENSG00000251819.1,1.233847804,8.94E-06,1.73E-05
ENSG00000252050.1,2.257914189,3.95E-16,1.92E-15
ENSG00000252130.1,2.086603383,0.004812733,0.007060717
ENSG00000252213.1,1.538279139,1.71E-12,6.00E-12
ENSG00000252233.1,1.744295646,7.54E-10,2.10E-09
ENSG00000252391.1,1.753555079,4.29E-07,9.36E-07
ENSG00000252503.1,1.168100345,4.18E-08,1.00E-07
ENSG00000252782.1,1.261318348,0.002081696,0.003183948
ENSG00000252822.1,1.874410724,4.44E-23,4.52E-22
ENSG00000252951.1,2.686625078,2.58E-17,1.41E-16
ENSG00000253006.1,2.047046913,3.46E-19,2.30E-18
ENSG00000253020.2,1.432676762,2.24E-18,1.37E-17
ENSG00000253063.1,1.033539451,5.92E-11,1.82E-10
ENSG00000253119.1,2.072411273,0.000115557,0.000201137
ENSG00000253125.1,1.96755484,1.22E-11,3.97E-11
ENSG00000253139.1,1.259797684,1.33E-16,6.78E-16
ENSG00000253177.2,2.76430891,5.98E-26,8.91E-25
ENSG00000253190.4,1.036905979,4.67E-07,1.02E-06
ENSG00000253210.4,1.103674082,6.09E-15,2.64E-14
ENSG00000253245.2,4.168860424,2.96E-16,1.45E-15
ENSG00000253307.1,2.477503174,4.39E-17,2.34E-16
ENSG00000253394.7,1.162861226,0.022113067,0.029900361
ENSG00000253434.8,2.679431363,6.01E-23,6.01E-22
ENSG00000253439.1,1.030436117,0.01005097,0.014191756
ENSG00000253474.2,1.47786492,4.72E-28,9.70E-27
ENSG00000253475.1,3.833028962,1.55E-17,8.67E-17
ENSG00000253495.1,1.462721763,1.09E-15,5.09E-15
ENSG00000253509.1,5.770255347,1.74E-05,3.29E-05
ENSG00000253522.6,2.202109113,1.18E-25,1.69E-24
ENSG00000253523.1,1.381820321,7.84E-08,1.83E-07
ENSG00000253559.1,1.158229455,8.70E-05,0.000153152
ENSG00000253576.1,6.89430206,2.24E-24,2.67E-23
ENSG00000253649.6,1.277825006,0.000257969,0.000434329
ENSG00000253702.1,1.318249971,1.65E-20,1.27E-19
ENSG00000253726.1,1.080358953,4.58E-13,1.69E-12
ENSG00000253768.1,5.628624322,5.96E-25,7.66E-24
ENSG00000253813.1,1.160336261,4.74E-22,4.28E-21
ENSG00000253919.1,1.018989544,1.16E-12,4.11E-12
ENSG00000253944.1,2.317767989,0.00310566,0.004655379
ENSG00000253998.3,1.151667675,0.039337935,0.051477677
ENSG00000254044.5,1.107196469,2.06E-14,8.50E-14
ENSG00000254101.8,1.077412685,0.000299607,0.000501241
ENSG00000254102.2,1.141806829,2.30E-08,5.63E-08
ENSG00000254129.1,1.435127704,3.54E-06,7.08E-06
ENSG00000254154.8,2.133885406,5.89E-05,0.000105609
ENSG00000254163.1,1.65007903,2.01E-11,6.42E-11
ENSG00000254180.2,4.026176512,0.000116428,0.000202573
ENSG00000254192.1,1.647485721,1.00E-22,9.76E-22
ENSG00000254205.1,5.063450306,6.88E-19,4.42E-18
ENSG00000254211.6,1.234820526,8.24E-08,1.92E-07
ENSG00000254274.1,1.291693049,7.43E-11,2.27E-10
ENSG00000254290.3,1.730691789,9.32E-11,2.82E-10
ENSG00000254317.1,10.13876746,3.42E-26,5.27E-25
ENSG00000254325.2,2.424844642,4.28E-06,8.50E-06
ENSG00000254388.1,4.897367507,5.37E-18,3.15E-17
ENSG00000254397.1,1.839155828,0.000165095,0.000283312
ENSG00000254400.1,1.064604403,1.24E-12,4.41E-12
ENSG00000254409.3,1.098467045,2.14E-11,6.82E-11
ENSG00000254418.1,1.020266931,1.93E-13,7.30E-13
ENSG00000254423.1,1.029037574,4.45E-12,1.51E-11
ENSG00000254431.1,1.806508399,5.22E-07,1.13E-06
ENSG00000254432.1,2.089446024,1.80E-12,6.32E-12
ENSG00000254453.2,1.159467802,2.88E-09,7.62E-09
ENSG00000254459.1,1.681688704,0.000219413,0.000371925
ENSG00000254506.1,1.757077525,1.82E-23,1.93E-22
ENSG00000254510.3,2.279441555,8.00E-17,4.16E-16
ENSG00000254522.1,1.370680196,0.000636864,0.00102953
ENSG00000254528.7,2.179938813,5.13E-22,4.61E-21
ENSG00000254565.1,7.445541109,1.58E-11,5.10E-11
ENSG00000254614.2,1.593391705,9.37E-06,1.81E-05
ENSG00000254622.1,6.218733966,1.44E-16,7.30E-16
ENSG00000254638.1,1.215570053,5.50E-07,1.19E-06
ENSG00000254664.1,1.194260659,7.34E-16,3.48E-15
ENSG00000254670.1,1.269763324,2.84E-07,6.30E-07
ENSG00000254682.2,1.739721852,8.56E-15,3.66E-14
ENSG00000254709.8,1.176371658,0.000160896,0.000276399
ENSG00000254731.1,3.151288302,1.41E-16,7.14E-16
ENSG00000254786.1,1.135436363,4.16E-06,8.29E-06
ENSG00000254787.1,1.25433772,1.98E-19,1.34E-18
ENSG00000254810.2,3.197327585,4.62E-20,3.37E-19
ENSG00000254842.6,2.45637672,3.53E-17,1.90E-16
ENSG00000254847.1,2.180105319,6.38E-30,1.84E-28
ENSG00000254855.1,1.150183018,1.01E-12,3.62E-12
ENSG00000254879.1,1.629193338,1.36E-13,5.23E-13
ENSG00000254895.2,1.374861861,1.07E-09,2.93E-09
ENSG00000254921.2,2.14709613,1.19E-31,5.03E-30
ENSG00000254931.2,1.422478579,8.67E-09,2.20E-08
ENSG00000254933.1,1.002050596,5.26E-17,2.78E-16
ENSG00000254934.5,1.269352609,4.62E-12,1.56E-11
ENSG00000254943.1,1.695034642,4.57E-23,4.64E-22
ENSG00000254984.1,1.188372223,4.28E-12,1.45E-11
ENSG00000254996.5,5.733462985,2.51E-09,6.70E-09
ENSG00000255008.5,1.062389563,2.70E-09,7.19E-09
ENSG00000255031.5,1.162896422,2.73E-06,5.52E-06
ENSG00000255038.1,2.66414505,0.011376972,0.01596044
ENSG00000255067.1,1.209585841,5.95E-09,1.53E-08
ENSG00000255092.1,1.79728651,2.10E-10,6.15E-10
ENSG00000255143.1,1.412555044,5.33E-19,3.46E-18
ENSG00000255182.2,1.620327107,3.99E-14,1.60E-13
ENSG00000255189.1,1.365323164,4.06E-05,7.39E-05
ENSG00000255191.1,1.552787915,5.18E-22,4.64E-21
ENSG00000255192.7,1.487887324,1.18E-17,6.66E-17
ENSG00000255206.1,1.585663455,1.09E-18,6.87E-18
ENSG00000255250.2,3.201752161,1.26E-22,1.21E-21
ENSG00000255270.1,1.438486439,1.68E-18,1.04E-17
ENSG00000255311.5,1.640899766,3.20E-09,8.44E-09
ENSG00000255342.1,2.780369377,6.55E-20,4.70E-19
ENSG00000255362.1,1.258333673,1.29E-15,5.96E-15
ENSG00000255367.4,3.804896327,7.85E-15,3.37E-14
ENSG00000255396.2,4.965663387,1.20E-28,2.74E-27
ENSG00000255403.1,1.837919689,1.26E-28,2.87E-27
ENSG00000255417.1,1.014384872,3.05E-06,6.15E-06
ENSG00000255418.6,1.734754005,5.30E-12,1.78E-11
ENSG00000255480.1,4.366752856,6.95E-20,4.96E-19
ENSG00000255504.2,2.075923625,8.04E-30,2.28E-28
ENSG00000255548.1,7.010778177,4.37E-26,6.65E-25
ENSG00000255555.1,1.520088946,4.29E-22,3.89E-21
ENSG00000255556.2,1.483708848,2.17E-11,6.90E-11
ENSG00000255559.1,2.106451833,0.000897586,0.001428045
ENSG00000255568.4,2.036827745,0.001420867,0.002212827
ENSG00000255648.1,1.987229799,5.78E-24,6.58E-23
ENSG00000255733.6,1.129304289,4.34E-09,1.13E-08
ENSG00000255817.1,3.803155749,2.72E-06,5.50E-06
ENSG00000255836.1,1.669671908,2.08E-08,5.11E-08
ENSG00000255886.1,1.265104405,0.000238388,0.000402665
ENSG00000255892.1,5.774223846,5.48E-20,3.97E-19
ENSG00000255967.1,2.805568402,1.18E-12,4.19E-12
ENSG00000256196.2,1.602086432,5.16E-20,3.75E-19
ENSG00000256314.1,2.446137836,0.002847693,0.004288178
ENSG00000256422.8,1.15579059,1.07E-19,7.49E-19
ENSG00000256458.1,1.073697623,8.37E-08,1.95E-07
ENSG00000256473.1,1.450234661,3.39E-15,1.51E-14
ENSG00000256508.2,2.42952994,1.58E-31,6.45E-30
ENSG00000256609.1,1.352699599,1.72E-17,9.58E-17
ENSG00000256630.1,2.326134338,5.22E-32,2.41E-30
ENSG00000256812.2,1.754465624,0.00191491,0.002939549
ENSG00000256988.2,1.819241979,5.99E-12,2.00E-11
ENSG00000257022.1,1.195479458,4.35E-11,1.35E-10
ENSG00000257025.1,1.298605899,1.69E-27,3.17E-26
ENSG00000257038.1,1.767040252,1.05E-12,3.73E-12
ENSG00000257058.1,3.250914457,1.24E-25,1.76E-24
ENSG00000257120.1,1.543956125,1.27E-11,4.12E-11
ENSG00000257167.3,1.333790695,4.79E-15,2.10E-14
ENSG00000257219.6,1.336399658,7.71E-14,3.02E-13
ENSG00000257256.1,4.195518102,6.46E-13,2.35E-12
ENSG00000257258.2,1.186705264,0.016747276,0.023017373
ENSG00000257259.3,1.102453134,6.48E-10,1.82E-09
ENSG00000257283.1,1.251556228,4.72E-09,1.23E-08
ENSG00000257322.7,2.431061072,6.77E-12,2.26E-11
ENSG00000257407.1,1.090969155,1.08E-15,5.05E-15
ENSG00000257456.1,1.854744851,2.63E-23,2.75E-22
ENSG00000257467.6,1.348531622,3.23E-10,9.30E-10
ENSG00000257680.1,1.926472929,1.87E-11,6.01E-11
ENSG00000257746.2,1.448975653,9.28E-10,2.57E-09
ENSG00000257817.2,1.168956415,1.71E-16,8.59E-16
ENSG00000257875.1,1.629957812,0.000160304,0.000275429
ENSG00000257986.3,2.230144279,1.60E-16,8.10E-16
ENSG00000258096.1,1.70950328,0.001142596,0.001798448
ENSG00000258111.1,2.342525849,1.85E-27,3.45E-26
ENSG00000258134.1,1.271492617,1.24E-05,2.38E-05
ENSG00000258171.2,2.262860672,1.77E-16,8.91E-16
ENSG00000258175.1,1.224899802,1.01E-13,3.90E-13
ENSG00000258177.1,1.304591819,0.000102432,0.000179126
ENSG00000258215.1,1.727565887,4.90E-17,2.60E-16
ENSG00000258227.7,1.617956821,5.93E-31,2.17E-29
ENSG00000258303.1,3.11316967,7.00E-07,1.50E-06
ENSG00000258400.1,3.907775921,2.81E-22,2.60E-21
ENSG00000258425.1,2.437769245,2.08E-16,1.04E-15
ENSG00000258429.2,3.366105363,2.02E-12,7.03E-12
ENSG00000258443.1,1.266520081,5.73E-08,1.35E-07
ENSG00000258448.1,2.117829152,1.42E-06,2.95E-06
ENSG00000258484.4,1.610229421,0.012822872,0.01786384
ENSG00000258535.1,1.789644798,2.34E-24,2.79E-23
ENSG00000258569.1,1.217690956,4.94E-06,9.77E-06
ENSG00000258572.1,4.036191574,7.24E-10,2.02E-09
ENSG00000258578.2,1.196289862,6.64E-09,1.70E-08
ENSG00000258611.2,1.724075357,1.46E-07,3.32E-07
ENSG00000258615.1,2.815135907,1.81E-14,7.51E-14
ENSG00000258725.2,5.512760224,4.93E-27,8.57E-26
ENSG00000258743.8,2.38381789,2.54E-17,1.39E-16
ENSG00000258788.3,1.831139492,6.31E-16,3.01E-15
ENSG00000258871.1,1.427785231,2.38E-19,1.60E-18
ENSG00000258876.1,1.179376376,1.21E-08,3.02E-08
ENSG00000258896.1,1.00451227,1.80E-07,4.07E-07
ENSG00000258913.2,1.199621042,4.96E-14,1.98E-13
ENSG00000258944.1,2.453882543,5.38E-10,1.52E-09
ENSG00000258948.2,1.522807532,3.33E-21,2.74E-20
ENSG00000258949.1,1.07832453,4.96E-06,9.81E-06
ENSG00000258998.2,1.513393265,2.78E-12,9.59E-12
ENSG00000259013.2,1.053971639,0.014282665,0.019798591
ENSG00000259048.1,3.661853828,4.65E-22,4.20E-21
ENSG00000259055.1,1.382421816,8.99E-17,4.65E-16
ENSG00000259072.2,1.206455344,4.53E-18,2.68E-17
ENSG00000259087.5,3.742343997,1.65E-07,3.74E-07
ENSG00000259124.1,1.754819305,1.10E-09,3.03E-09
ENSG00000259129.6,2.143781693,1.19E-18,7.50E-18
ENSG00000259134.7,2.904520476,2.15E-23,2.26E-22
ENSG00000259153.4,3.052474196,6.55E-13,2.38E-12
ENSG00000259182.5,2.093018906,0.009228736,0.013085598
ENSG00000259201.1,3.80534095,0.010266463,0.014482025
ENSG00000259219.1,2.005778451,4.43E-10,1.26E-09
ENSG00000259258.1,1.114186884,3.42E-10,9.83E-10
ENSG00000259271.1,1.069622855,2.18E-08,5.35E-08
ENSG00000259322.1,1.65552426,1.05E-07,2.41E-07
ENSG00000259390.4,1.715662352,2.87E-12,9.90E-12
ENSG00000259411.1,1.05330738,1.48E-05,2.82E-05
ENSG00000259447.1,1.240939341,1.99E-06,4.07E-06
ENSG00000259462.3,1.479755444,4.21E-20,3.08E-19
ENSG00000259483.1,4.928138413,9.46E-29,2.20E-27
ENSG00000259516.2,1.239354887,6.07E-08,1.43E-07
ENSG00000259528.1,1.436506574,1.33E-06,2.78E-06
ENSG00000259592.1,1.916301324,7.73E-16,3.66E-15
ENSG00000259594.6,3.7184017,2.79E-06,5.64E-06
ENSG00000259614.2,3.792743117,8.21E-18,4.73E-17
ENSG00000259649.4,1.027972492,1.95E-07,4.39E-07
ENSG00000259663.2,1.012082551,1.58E-07,3.58E-07
ENSG00000259675.4,1.494596312,2.74E-08,6.65E-08
ENSG00000259683.1,2.243506574,9.63E-12,3.17E-11
ENSG00000259699.2,5.012660195,4.88E-06,9.65E-06
ENSG00000259711.1,1.39646232,6.87E-10,1.92E-09
ENSG00000259722.2,3.038912925,2.73E-13,1.02E-12
ENSG00000259726.1,1.899745041,2.13E-14,8.80E-14
ENSG00000259744.1,1.970972769,7.49E-26,1.10E-24
ENSG00000259756.1,2.490353375,3.22E-09,8.48E-09
ENSG00000259757.1,1.701982644,7.11E-19,4.56E-18
ENSG00000259867.6,1.118512681,1.54E-08,3.82E-08
ENSG00000259881.1,2.204934933,0.034680457,0.045722331
ENSG00000259884.1,2.083084838,4.18E-06,8.33E-06
ENSG00000259920.1,1.497909855,4.70E-19,3.08E-18
ENSG00000259950.1,1.971754966,2.03E-12,7.08E-12
ENSG00000260037.5,3.823527007,1.84E-18,1.13E-17
ENSG00000260089.2,2.355051587,4.41E-21,3.57E-20
ENSG00000260118.1,1.943905418,7.73E-06,1.50E-05
ENSG00000260137.1,1.175895959,5.19E-12,1.75E-11
ENSG00000260152.2,1.448879919,6.56E-07,1.41E-06
ENSG00000260171.1,2.421746232,3.68E-09,9.65E-09
ENSG00000260192.3,1.15721599,2.89E-08,7.00E-08
ENSG00000260255.1,5.087961977,5.25E-20,3.81E-19
ENSG00000260305.1,1.154701266,5.02E-17,2.66E-16
ENSG00000260310.1,1.25702498,0.000589209,0.000955059
ENSG00000260339.2,1.168053004,0.005080946,0.007431814
ENSG00000260398.1,2.019396372,1.68E-12,5.89E-12
ENSG00000260440.4,1.377777586,0.026701137,0.035718361
ENSG00000260448.7,1.097420622,0.002705722,0.004084619
ENSG00000260470.1,2.658740097,3.41E-07,7.53E-07
ENSG00000260479.1,1.820556328,3.91E-12,1.33E-11
ENSG00000260579.1,4.983592423,1.07E-13,4.14E-13
ENSG00000260583.1,1.316748679,0.020409663,0.027716838
ENSG00000260625.4,3.546782717,2.43E-13,9.15E-13
ENSG00000260641.2,1.352977105,0.014282665,0.019798591
ENSG00000260646.1,1.093357111,7.24E-07,1.55E-06
ENSG00000260658.7,1.174597196,0.00384079,0.005695541
ENSG00000260689.2,1.475251752,0.001138908,0.00179292
ENSG00000260691.8,1.228839883,2.54E-06,5.15E-06
ENSG00000260694.1,2.241319967,1.52E-14,6.36E-14
ENSG00000260710.3,1.084574366,6.69E-08,1.57E-07
ENSG00000260723.1,2.618413146,0.03531552,0.046533587
ENSG00000260778.5,2.755666356,2.99E-10,8.64E-10
ENSG00000260796.1,1.78342468,2.64E-05,4.89E-05
ENSG00000260805.3,1.092901838,6.22E-11,1.91E-10
ENSG00000260823.1,4.274536917,1.81E-15,8.28E-15
ENSG00000260832.1,1.441200614,3.97E-09,1.04E-08
ENSG00000260886.2,1.901908036,2.76E-14,1.12E-13
ENSG00000260895.1,1.388394801,8.83E-06,1.71E-05
ENSG00000260911.2,1.130776527,1.28E-05,2.45E-05
ENSG00000260918.1,1.091107366,3.70E-09,9.70E-09
ENSG00000260920.2,1.112004996,5.24E-23,5.28E-22
ENSG00000260922.2,1.293785423,9.56E-12,3.15E-11
ENSG00000260953.1,1.090413472,0.001358921,0.002121308
ENSG00000261051.1,1.132899893,1.77E-05,3.35E-05
ENSG00000261114.1,1.739365501,5.24E-07,1.14E-06
ENSG00000261158.1,1.633867168,0.015027954,0.020776307
ENSG00000261187.1,1.258065896,0.000409486,0.000675342
ENSG00000261202.2,2.046418411,0.000770851,0.001235384
ENSG00000261211.2,1.126996516,8.72E-08,2.02E-07
ENSG00000261215.1,1.327318961,2.52E-11,7.98E-11
ENSG00000261220.3,2.60246884,4.42E-12,1.50E-11
ENSG00000261243.1,3.75196956,1.56E-12,5.49E-12
ENSG00000261251.1,8.067353855,9.17E-06,1.77E-05
ENSG00000261265.1,4.846700344,6.71E-10,1.88E-09
ENSG00000261360.3,1.500142639,0.016538856,0.022747231
ENSG00000261404.7,2.10405604,6.19E-11,1.90E-10
ENSG00000261424.1,1.071951162,4.99E-11,1.54E-10
ENSG00000261433.1,1.179291939,1.18E-13,4.55E-13
ENSG00000261489.1,1.212878647,5.92E-11,1.82E-10
ENSG00000261502.4,1.429405505,4.09E-09,1.07E-08
ENSG00000261526.3,1.954160538,0.02959673,0.039394233
ENSG00000261535.1,1.108259893,0.000166314,0.000285323
ENSG00000261556.11,1.189676186,0.009504347,0.013455864
ENSG00000261559.1,1.188581312,3.46E-11,1.08E-10
ENSG00000261625.1,2.940654071,3.49E-26,5.37E-25
ENSG00000261663.1,1.961875183,0.001013257,0.001603426
ENSG00000261766.1,1.926280808,1.73E-06,3.56E-06
ENSG00000261823.1,1.895847204,6.73E-13,2.44E-12
ENSG00000262050.2,2.385340965,0.021169208,0.028694957
ENSG00000262074.7,2.137215866,1.03E-13,3.97E-13
ENSG00000262079.1,1.236672229,7.36E-25,9.31E-24
ENSG00000262133.1,1.441536543,0.000909473,0.001446057
ENSG00000262140.1,2.227770451,3.97E-06,7.91E-06
ENSG00000262147.1,1.208513461,0.001632902,0.002527134
ENSG00000262185.3,1.047825048,1.78E-10,5.24E-10
ENSG00000262445.3,2.384932617,1.30E-08,3.25E-08
ENSG00000262619.4,1.292944856,4.03E-08,9.65E-08
ENSG00000262664.3,1.373795908,0.003384766,0.005051047
ENSG00000262700.1,2.777662818,2.28E-09,6.11E-09
ENSG00000262772.2,1.864943341,1.14E-05,2.19E-05
ENSG00000262814.8,1.250020015,3.63E-26,5.56E-25
ENSG00000262815.1,1.053148272,0.000611571,0.000990311
ENSG00000262873.2,1.557940264,0.018181576,0.024866098
ENSG00000262877.5,1.858795047,8.24E-22,7.23E-21
ENSG00000263338.1,1.647744647,2.69E-09,7.15E-09
ENSG00000263361.1,1.770049638,1.25E-16,6.39E-16
ENSG00000263432.2,5.937903128,1.14E-11,3.74E-11
ENSG00000263477.1,2.78797656,5.77E-22,5.15E-21
ENSG00000263586.1,1.41834974,7.22E-18,4.18E-17
ENSG00000263618.5,1.744069568,6.42E-21,5.12E-20
ENSG00000263677.2,2.721877965,1.21E-11,3.95E-11
ENSG00000263909.1,1.147793909,4.23E-15,1.87E-14
ENSG00000263968.2,1.003108069,0.003266615,0.004882332
ENSG00000263982.1,1.65234488,8.30E-11,2.52E-10
ENSG00000264000.1,1.134172828,1.15E-08,2.89E-08
ENSG00000264012.1,1.35612203,3.39E-05,6.22E-05
ENSG00000264017.2,1.055062588,1.46E-08,3.64E-08
ENSG00000264056.1,1.436048726,3.78E-10,1.08E-09
ENSG00000264061.1,1.126426345,3.53E-18,2.11E-17
